Patent,Abstract,Title
05704797,"A plug-actuated switchable electrical socket having at least one set of three electrical contacts, two of the three contacts being of a heavier wire gauge than the third contact, the insertion of a plug in the socket effecting a switching action between at least two of the three contacts.","Switchable electrical socket"
05705573,"A novel process for preparing poly(2-isopropenyl-2-oxazoline or oxazine) and its methyl methacrylate copolymer, which are useful as water borne curing agents, particularly in the non-stick coating industry. The process converts commercially available poly(methyl methacrylate) into poly(2-isopropenyl-2-oxazoline or oxazine) polymers or copolymers with methyl methacrylate, while circumventing the use of the highly toxic monomer, 2-isopropenyl-2-oxazoline or oxazine. The process involves converting a poly(methacrylic ester) to the corresponding poly(.beta.-hydroxy-N-ethyl or propyl methacrylamide) and activating the ring-forming .beta.-hydroxy-N-ethyl or propyl methacrylamide moiety to form an oxazoline or oxazine ring.","Process for preparation of water borne curing agents"
05705059,"Improved magnetic separators, devices and methods for magnetic separation procedures are provided. The improved separation devices contain matrices which provide uniform pores or channels that reduce the entrapment of air or non-target substances, and decrease the loss of target substances due to mechanical disruption. Target cells, from various systems and organs, or other target biological substances are labeled in conjunction with a suitable specific binding member, and isolated using the devices and methods of the present invention. In its simplest form, the cell separation system of the present invention has two main components: a magnetic separator and a cell separation reagent. A more complex separation device includes fluid passages, collection and storage containers and the separation column. The fluid circuitry can be constructed with integrated valves, or the valves may be applied externally to the fluid pathways.","Magnetic separation apparatus"
05705575,"According to the invention, an amorphous copolyester is prepared by contacting, under polymerization conditions an aromatic dicarboxylic acid or ester or anhydride thereof, a 2,2,4,4-tetraalkyl-1,3-cyclobutanediol and 1,3-propanediol or 1,4-butanediol. The resulting copolyester exhibits superior thermal and impact properties.","Copolyester composition"
05704606,"A sheet feeding apparatus for use in a printer is disclosed. The apparatus according to a preferred embodiment of the present invention includes a pick-up gear coaxially linked with a pick-up roller for picking up a sheet; a feed gear coaxially linked with a feed roller for transmitting a picked-up sheet to a location for printing; a driving gear in substantially rectangular shape, driven by a driving force applied from a motor; a change gear engaged with the driving gear and slidingly movable along the peripheral surface thereof, for transferring a driving force applied from the driving gear to one of either the pick-up gear or feed gear; a switching lever pivotly mounted on a shaft connected to the body of the printer, said level being swiveled with respect to the shaft when a carriage pushes an arm thereof, and for causing the change gear to be released from an engagement with the feed gear and to be meshed with the pick-up gear; a guide bar fixedly installed on the body of the printer, for guiding in the axial direction the change gear to slidingly move along the peripheral surface of the driving gear; and an elastic member elastically installed around the guide bar to shift the change gear from an engagement with the pick-up gear to an engagement with the feed gear, whereby the driving force produced from the mother is able to be transferred to the feed roller.","Sheet feeding apparatus for a printer"
05705577,"An improved process for the copolymerization of ethylene and .alpha.-olefins utilizing highly dilute .alpha.-olefin feedstreams to effect high conversions and catalyst productivities. The instant invention is particularly adaptable to copolymerizing the .alpha.-olefin content of commercially available refinery feedstreams such as Raffinate-2.","Dilute process for the polymerization of ethylene/.alpha.-olefin"
05705061,"Various chemicals such as pharmaceuticals and petrochemicals are chromatographically separated in small quantities using an apparatus comprising a number of serially connected adsorbent-containing chambers. The chambers are linked together with valving necessary to simulate the continuous countercurrent flow of the adsorbent and liquid phases. The apparatus employs three three-port valves per chamber to direct liquid flow. Pressure pairing of the valves and the four major process streams protects product purity.","Simulated moving bed adsorptive separation apparatus"
05705579,"A catalyst system comprising an unbridged bis(2-aryltetrahydro-indenyl) metallocene and a cocatalyst and its use in the polymerization of olefins, especially olefins having 3 or more carbon atoms.","Olefin polymerization"
05704799,"An electrical connector having pin members that are partially encapsulated within, and socket members that are completely encapsulated within, electrically nonconductive sheaths that are respectively integrally formed with male and female body members. The male and female body members are joined together by an electrically nonconductive coupling member having a plurality of internally disposed passageways that seal around each of the sheaths. The male and female body members and the coupling member are separately disassemblable and the coupling member is replaceable without the use of special tools or equipment.","Field repairable electrical connector"
05705581,"Described are novel fluoride ion-releasing acrylic or methacrylic acid-based monomers, fluoride ion-releasing dental resin materials prepared from the monomers, and processes for preparing the monomers and dental resin materials. The monomers of the invention are prepared in good yield from readily available starting materials. Dental resin materials of the invention exhibit excellent sustained fluoride ion release.","Fluoride ion releasing dental materials"
05705063,"The present invention relates to an improved ventilating disk assembly. When the air pressure applied thereof is changed, different stirring effect can be attained and the debris or soil accumulated onto the ventilating disk can be readily removed. The improved ventilating disk assembly comprises a ventilating disk, a resilient foot disk, a biasing rod and a basement. Characterized in that the resilient foot disk is provided with a plurality of projections which are in align with a plurality of coarse holes distributed on the ventilating disk. When the pressure of the supplied air is lowered than a preset limit, the supplied air is injected from the fine ventilating holes. When the air pressure of the supplied exceeds the preset limit, the projections plugged within the coarse holes will be released such that the excess air can be ventilated through those coarse holes. By this arrangement, the resilient ventilating disk is prevented from being damaged. Furthermore, the vibration of the foot disk can be transmitted to the ventilating disk such that the debris accumulated thereof can be readily removed.","Ventilating disk assembly"
05705584,"The novel propylene homopolymer and copolymer produced by using a catalyst which is represented by the following formula (I): ##STR1## wherein M is a transition metal; R.sup.1 is a hydrocarbon group of 2 to 6 carbon atoms, R.sup.2 is an aryl group of 6 to 16 carbon atoms; X.sup.1 and X.sup.2 are each a halogen atom or the like; and Y is a divalent hydrocarbon group, a divalent silicon-containing group or the like.","Propylene homopolymer and propylene copolymer prepared using novel"
05704672,"A snow shovel having a conventional blade (10) and handle (13) includes an auxiliary handle (18) tethered to the shovel by means of a resilient and/or flexible cord (19). The cord may be a folded bungee cord, the ends (20, 21) of which are secured to holes (30, 31) in the blade by means of hooks (28, 29) on the ends of the cord. A pliable tubing (33) may contain the bungee cord ends.","Stand-up snow shovel with flexible auxiliary handle"
05705586,"Novel organic fluorine compounds are of formula (1): ##STR1## wherein R.sup.1 and R.sup.2 are monovalent hydrocarbon groups, Q.sup.1 is a group of formula (2) or (3): ##STR2## wherein R.sup.3 is a divalent hydrocarbon group which may have an intervening oxygen, nitrogen or silicon atom, R.sup.4 and R.sup.5 are divalent hydrocarbon groups, Rf.sup.1 is a divalent perfluoroalkylene or perfluoropolyether group, and letter a is an integer of 0-10. A curable composition comprising (A) a fluorinated amide compound having at least two aliphatic unsaturated groups of formula (1), (B) a fluorinated organohydrogensiloxane containing at least one monovalent perfluoroalkyl ether or perfluoroalkyl group and at least two hydrosilyl groups, and (C) a platinum group compound cures into elastomers solvent and chemical resistance.","Organic fluorine compounds and curable compositions"
05705065,"A sea water strainer for use with marine craft includes a reservoir forming member disposed intermediate two ends portions. The end portions are formed with inlet and outlet fluid channels which are selectively accessible and blockable to direct the flow through the strainer. Further, an arrangement for mounting the strainer is provided with inclined bores through which bolts may pass with their operational interface directed angularly upwardly for easy access by conventional tools.","Sea water strainer"
05705588,"New organopolysiloxane masses cross-linkable into elastomers by radical formation containing (1) high-viscosity diorganopolysiloxanes with a value equal to at least 3000 Nm, (2) low-viscosity vinyl-containing organopolysiloxanes having 20 to 1.10.sup.6 mPa.multidot.s at 25.degree. C. consisting of siloxane units (M units) having the formulae R.sup.1 R.sub.2 SiO.sub.1/2 and/or R.sub.3 SiO.sub.1/2, of siloxane units (D units) having the formulae R.sup.1 RSiO and/or R.sub.2 SiO and optionally HRSiO, and of siloxane units (T or Q units) having the formulas RSiO.sub.3/2 and/or R.sub.1 SiO.sub.3/2 and/or SiO.sub.2, in which R stands for a monovalent, possibly substituted hydrocarbon residue with 1 to 18 hydrocarbon atoms and R.sub.1 stands for a vinyl residue, provided that the organopolysiloxanes contain at least 1.0% by weight Si-bound vinyl groups; as well as (3) fillers.","Organopolysiloxane compositions which can be crosslinked to give"
05704801,"Connector (10) terminatable to a power cable (12) for tapping thereof, and having a housing (20), a clamp member (40) and an actuator (80) all linked by fasteners (100) when assembled around a length of the cable (12). Actuation of the actuator (80) urges the housing (20) toward and against the clamp member (40) with cable (12) nestled in a channel therebetween defined by grooves (30,44). IDC contacts (22) of the housing (20) extend toward cable (12) within groove (30) and establish terminations with respective conductors (14) of the power cable upon termination. The actuator (80) is cradled between slotted arms (48) of the clamp member and includes a cam (82) bearing against the clamp member when actuated to move the actuator away from the clamp member, with links (100) carried thereby and in turn pulling the housing against the clamp member.","Power cable tap connector"
05705590,"A water soluble water absorption preventing agent mainly comprising an organic silicon compound and/or its partial hydrolytic condensate, represented by the following general formula: ##STR1## wherein R.sup.1 denotes an alkyl group with 1-20 carbon atoms and with a linear chain or branched chain for which a halogen can substitute for part or all of the hydrogen atoms, R.sup.2 denotes a hydrogen atom or an alkyl group with 1-10 carbon atoms and with a linear chain or branched chain, R.sup.3 denotes a hydrogen atom or an alkyl group with 1-8 carbon atoms and with a linear chain or branched chain, m denotes an integer 1-2 and n denotes an integer 1-3 where m+n=3 or 4, p denotes an integer 1-50, and q denotes an integer 0-25.","Water absorption preventing agent having water solubility and a method"
05705067,"A body 1 is constructed by mounting a purifier cartridge 23 in a cold-water passage 7 and is equipped with a purified water handle 16 for opening and closing a branch passage leading from the cold-water passage 7 to the purifier cartridge 23. To this body, there is mounted a base 9 which includes a valve functioning part 11 for adjusting the mixing of cold water and hot water coming through the cold-water passage 7 and a hot-water passage 8, and the flow rates of the cold water, the hot water and the mixed water by operating a lever 15. A spout 10 spouts therefrom the cold water, the hot water, their mixed water adjusted by the valve functioning part 11, or the purified water. The purified water handle 16 and the valve functioning part 11 are provided separately, and hence they can be individually replaced when they fail. The valve functioning part 11 and the base 9 can be commonly used with the corresponding parts of an ordinary mixing faucet and can be operated independently of each other to improve their operability drastically.","Mixing faucet with water purifier"
05705592,"Care compositions for hard surfaces, which can be prepared using organopolysiloxanes which are solid at room temperature, contain fluorine groups and can change their state of aggregation reversibly on the basis of changes in temperature.","Fluorosiloxane-containing care compositions"
05705594,"Liquid polyamine crosslinking agent formulations based on trimerized toluylene 2,4- and/or 2,6-diisocyanate, with formation of an isocyanurate structure and hydrolysis of the isocyanate groups to amine groups, are described. The novel crosslinking agent formulations have a content of 40 to 80% of the total weight of the solids content of the crosslinking agent formulation of 1,3,5-tris-(3-amino-4-methyl-phenyl,2-methyl-3-aminophenyl) isocyanurate (I) which is not further condensed, and a content of not more than 1.0% of the total weight of the crosslinking agent formulations of toluylene-2,4- and/or -2,6-diamine (III). For the preparation, toluylene diisocyanate is trimerized, to form the isocyanurate structure, until 10 to 25% of the NCO groups have been reacted. The toluylene diisocyanate which has not undergone condensation is then distilled off, the bottom product formed by this operation is taken up directly in a solvent A and the 30 to 70% strength by weight solution formed by this procedure is metered into a hydrolysis in water/N,N-dialkyl-carboxylic acid amide in the presence of a catalytic amount of a basic catalyst. After the hydrolysis, the crosslinking agent formulations are brought to a solids content of 35 to 60% of the total weight of the formulation by distilling off a portion of the solvents and adding a solvent B.","Polyamine crosslinking agent formulation and its preparation"
05705069,"A water treatment device includes a casing having an outlet of treated water, a screen basket having a peripheral wall portion and a closed end portion and being received in the casing, a screen section provided in the peripheral wall portion of the screen basket, a drive unit for rotating the screen basket, and a water supply section provided in the screen basket and communicating with a source of water to be treated. The screen section of the screen basket includes support rods having a projecting portion in the radially inner end portion thereof and wires of a substantially triangular cross section provided radially inwardly of the support rods and extending in a direction crossing with the support rods, each of the wires being arranged with its one side facing inward and two other sides forming a slit which widens radially outwardly between adjacent wires and with an apex of each wire being welded to the projecting portion of the support rods at crossing points of the wire and the support rods. The width of the slit of the wires is 1 .mu.m or over and less than 100 .mu.m.","Centrifugal water treatment device"
05705596,"The invention provides a cis-stilbene type epoxy resin having lower melting point and lower viscosity than the trans-stilbene type epoxy resin hitherto known. The stilbene type epoxy resin has a cis-isomer content of essentially 100%, or in the alternative, at least about 10% with the rest being the trans-isomer, and is based on the following general formula (1): ##STR1## wherein R.sub.1 to R.sub.8 are independently an acyclic or cyclic alkyl group, a hydrogen atom, or a halogen atom. Production processes for these epoxy resins are also disclosed.","Epoxy resin and process for producing the same"
05704803,"The Battery pack of the present invention consists of the upper half 10 and lower half 60 which can be joined to each other. The upper half 10 comprises an elastic rubber gasket 20 which is integrally molded into the upper half 10. The elastic rubber gasket 20 has a sealing section 21 providing for water-proof characteristics and passage sections 22 providing for gas release. The sealing section 21 comes in contact with the sealing surface 62 of the lower half 60, thus providing for water-proof joining of the upper half 10 and the lower half 60. The purpose of the gas release sections 22 is to allow venting of gas generated during the recharging of the batteries.","Battery pack and the method of its manufacture"
05705598,"High performance polyester sulfone oligomers are prepared for aerospace applications by condensing mono- or difunctional crosslinkable end caps (i.e. unsaturated hydrocarbons having one or two crosslinking sites) with dicarboxylic acid halides and dialcobols (i.e. diols). Multidimensional oligomers have an aromatic hub from which the polyester chains radiate. Blends of the linear and multidimensional oligomers can be made using compatible, non-crosslinking polymers. Prepregs and composites are formed from the oligomers or blends.","Polyester sulfone oligomers and blends"
05705071,"A filter for removing solids from fluids has a three dimensional pleated refractory construct with a plurality of adjacent parallel angled walls. The opposed edge of each angled wall is integral with an edge of an adjacent angled wall to form upper apices and lower apices. An open mesh planar ceramic screen may be located adjacent to the upper and/or the lower apices of the pleated construct of the filter.","Pleated ceramic filter"
05705600,"The present invention relates to blends of a polyester, polyamide or polyester/amide containing a copolymerizable fluorescence quenching compound and a second polymer. The blends of the present invention display reduced fluorescence. Specifically the blends comprise (a) a polyester/amide comprising: (1) a dicarboxylic acid component which comprises at least 0.1 mol % of a dicarboxylic acid selected from the group consisting of terephthalic acid and/or terephthalate ester; (2) a diol and/or diamine component; (3) 0.1 to 99.9 mol %, based on 100 mol % dicarboxylic acid and 100 mol % diol, of a copolymerizable fluorescence quenching compound; (b) a second polymer selected from the group poly(alkylene terephthalate) homo and copolyesters, poly(alkylene naphthalate) homo and copolyesters, poly(cycloalkylene terephthalate) homo and copolyesters, poly(alkylene 1,4-cyclohexanedicarboxylate) homo and copolyesters, and polycarbonate homo and copolymers.","Polyester/naphthalenedicarboxylic acid-containing polymer blends"
05704674,"A tool, such as an electromagnetic pick-up tool, having a housing with a compartment which contains a power supply. The housing receives an elongate wand which carries a light or magnet and which is electrically connected to the power supply at terminal posts within the housing. The wand is retained from rotation by an anti-rotation lug or by projections which pinch the wand. The invention may also be used to couple other electro-mechanical components.","Mounting for a manually operable tool"
05705602,"A star-like or comb-like branched aliphatic polyamino compound for use as a basic catalyst or a curing agent, as an effective thixotropic agent or viscosity adjusting agent for an aqueous medium, as a component for any one of a coating-forming agent, a sealing agent, a molding material and an adhesive resin, or as a substantially solvent-free coating composition, molding material or adhesive resin. The process for the production of the above compound comprises (a) forming an adduct of ammonia or an aliphatic amino compound having an amino group (compound A) with methyl acrylate, adding an alkylenediamine having 2 to 12 carbon atoms to the adduct to carry out an ester-amide exchange reaction (b), thereby obtaining a polyamino compound (B) having a total of 2 to 100 aliphatic primary amino and secondary amino groups per molecule and having a number average molecular weight of 170 to 10,000, and forming an adduct of the polyamino compound (B) with an acrylic acid ester (C) of the formula (1), CH.sub.2 =CHCOO--R.sub.1                                   (1) wherein R.sub.1 is an alkyl group having 4 to 50 carbon atoms or a group of (C.sub.n H.sub.2n O).sub.m R.sub.2 in which R.sub.2 is an alkyl group having 1 to 5 carbon atoms, n is an integer of 1 to 3 and m is an integer of 1 to 25.","Process for the production of star-like or comb-like branched aliphatic"
05705073,"A method for incinerating excess sludge from biological waste water treatment plants, in particular sludges arising from the manufacture of paper or paper pulp, preferably using the magnesium fusion process. Before incineration, the excess sludge is neutralized with the same base as used in the paper pulp process and the dust entrained by the combustion gas is precipitated to recover the base.","Method for the disposal of excess sludge"
05705604,"This invention relates to novel tire sealer and inflator compositions. The compositions may be aqueous or non-aqueous and comprise a petroleum residual resin sealant, an amorphous polyolefin, an organic solvent, a vapor pressure depressant, and a non-flammable propellant/inflator having an ozone depletion potential of zero. For the aqueous system, the composition further comprises an emulsifier. The compositions are useful for sealing and inflating a punctured tire in combination with a propellant/inflator.","Tire sealer and inflator compositions"
05704805,"An electrical connector (1,100) for a DIN rail (2) with rail flanges (6), including a body (3,102), a carrier (16,104) vertically movable with respect to the body (3,102), an actuator (14,110) and a pair of clamp members (5,106,108) having rail-engageable hook portions (26,148). At least one of the clamp members (5,106,108) is movable toward the other by the carrier (16,104) upon actuation for mechanically and electrically clamping onto a respective rail flange (6). A pair of such clamp members (5) may be cammed inwardly and upwardly along slots (30) in side walls (9) of body (3) upon actuation, or the clamp members (106,108) may include flanges (158) pivotably held in body side wall holes (162) for rotating the hook portions (148) inwardly and upwardly against the rail flanges (6). Such connector (1,100) is adapted to be mounted beneath a circuit board (10) prior to being clamped onto the DIN rail (2).","Connector for connection to a rail"
05705606,"The present invention provides oligopeptides corresponding to regions of the GPIIIa protein, which are capable of specifically binding aggregation mediators, such as fibrinogen. The oligopeptides will typically comprise at least about 5 to 20 amino acids, and are thus non-immunogenic and easy to produce, formulate and administer.","Peptides derived from GPIIIa"
05705075,"A system automated for providing at least periodic removal of metal ions and contaminants from a chemical bath, consists of a microprocessor programmed for controlling fluid circuits of pumps and valves, for in one state of operation circulating a first predetermined quantity of the chemical bath from a first tank, through an ion exchange column, and back to the first tank; for in a second state of operation circulating deionized water from a second tank into the IEX column for displacing residual chemical bath therefrom for return to the first tank; for in a third state of operation circulating deionized water through the IEX column, and discharging the rinse water from a waste port; for in a fourth state of operation circulating regenerant acid through the ion exchange column, and discharging the used acid from a waste port; for in a fifth state of operation circulating deionized water through the IEX column for rinsing acid regenerant therefrom and discharging the same out of a waste port; and for in a sixth state of operation circulating chemical bath into the IEX column for displacing residual rinse water therefrom, and discharging the same out of the waste port, in preparation for a cycle of treatment of the chemical bath.","Apparatus for maintaining a stable bath for an autodeposition"
05705608,"The present invention relates to an IL-2 receptor .gamma. chain molecule, a DNA-sequence encoding the IL-2 receptor .gamma. chain molecule, a vector possessing said DNA-sequence, a cell transformed with said vector, a method for the production of an IL-2 receptor .gamma. chain molecule by culturing of said cell, an immune response regulatory agent comprising an Il-2 receptor .gamma. chain molecule and an antibody to an IL-2 receptor .gamma. chain molecule. Both the Il-2 receptor .gamma. chain molecule and the antibody to the IL-2 receptor .gamma. chain molecule are very useful immune response regulatory agents.","Human IL-2 receptor .gamma. chain molecule"
05704608,"An epicyclic drive train arrangement having a plurality of output drive members which may be selectively driven from a single input drive member. A frame equipped with two pawls is operated by a single solenoid and spring combination. During successive cycles of solenoid operation, a selected pawl engages its mating gear by action of a solenoid plunger rod. The action prevents rotation of the selected gear while the pawl is engaged. The unselected pawl disengages its mating gear thereby allowing it to freely rotate. Multiple epicyclic drive train arrangements may be configured so as to drive a plurality of sheet feeding apparatuses in an electrophotographic printing machine.","Sheet feeder drive system"
05705610,"Method and apparatus for synthesizing biopolymers, such as polypeptides and polynucleotides. The apparatus includes plural reaction vessels in which subunit coupling to biopolymers in a particle suspension is carried out. The vessels are connected to common valving structure for use in mixing the suspension and removing suspension liquid. In one embodiment, a robotic arm in the apparatus is operable to transfer reaction solution to the reaction vessels, and to transfer particle suspensions from the reaction vessels to a mixing vessel and back to the reaction vessels. The method can be used to produce preferably equi-molar amounts of different-sequence biopolymers, such as polypeptides and polynucleotides.","Method and apparatus for biopolymer synthesis"
05705077,"A method of treating water to inhibit the formation of fluoride salt scale is disclosed. The method is particularly effective at inhibiting the formation and deposition of fluoride containing salts in spray water cooling systems such as steel casting systems. The method comprises introducing into the aqueous system a polyepoxysuccinic acid of the general formula: ##STR1## where n ranges from about 2 to about 11, M is hydrogen or a water soluble cation such as Na.sup.+, NH.sub.4.sup.+  or K.sup.+  and R is hydrogen, C.sub.1-4 alkyl or C.sub.1-4 substituted alkyl.","Method of controlling fluoride scale formation in aqueous systems"
05705612,"The complete nucleotide sequence of a proviral molecular clone of the lymphadenopathy-associated virus, LAV, was ascertained. Recombinant phage clones were isolated from a genomic library of LAV-infected human T-lymphocyte DNA. The insert of recombinant phase .lambda.J19 was sequenced according to the dideoxy chain termination method. In addition to the retroviral structural genes gag, pol, and env, a novel open reading frame (ORF) was identified in the 3' region of the viral genome and designated ORF-R. The ORF-R coding region, which has subsequently been renamed nef, encodes a 206 amino acid protein that slightly overlaps the 3' end of the env gene and the 5' portion of the U3 region of the viral long terminal repeat (LTR). Nucleic acids encoding this protein and the precise amino acid sequence of the Nef are disclosed in this application. These products are useful for the generation of immunological reagents to facilitate the detection of LAV.","NEF peptide encoded by human immunodefiency virus type 1 (HIV-1)"
05704807,"A surface mountable retention bracket (40) for a connector assembly (10) having a housing (12) with outwardly extending mounting flanges (22), each flange (22) including two channels (26) extending therethrough to a mounting face (16), the channels (26) defining a retention tab (28) therebetween. The bracket (40) includes a base (42) securable to a circuit board (60); a pair of struts (44) extending upwardly from the base (42), the struts (44) being joined by a body section (46), the base (42), struts (44) and body section (46) together defining an opening (48) adapted to cooperate with the flange (22) to hold the bracket (40) on the housing (12). The struts (44) are bent intermediate the base (42) and the body section (46) such that the base (42) and the body section (46) are essentially at a right angle to each other. Upon inserting the bracket (40) into the channels (26) of the flange (22) and the retention tab (28) into the bracket opening (48), the retention bracket (40) is held in the housing (12) and in position for being soldered to the surface of the circuit board (60).","Surface mountable retention bracket for electrical connectors"
05705615,"The invention relates to a recombinant DNA molecule which encodes a HT.sub.m4 protein, a transformed host cell which has been stably transfected with a DNA molecule which encodes a HT.sub.m4 protein and a recombinant HT.sub.m4 protein. The invention also relates to a method for detecting the presence of a hereditary atopy. GOVERNMENT FUNDING This invention was made with Government support under Grants DK44099 and CA42537 awarded by the National Institute of Health and Grant DE-FG02-86ER60408 from the Department of Energy. The Government has certain rights in the invention.","Antibodies specific for HT.sub.m4"
05705079,"Photoetchable glass is used to form spacer elements for large area field emission displays. Frit dots are placed onto a substrate. A sheet of photo etchable glass is exposed to UV light using a mask such that the UV light exposes the etchable areas and does not expose the areas which will form the spacers. The etchable glass is then heat treated to crystallize the UV exposed areas and to tailor the coefficient of thermal expansion. Next the glass is adhered to the frit coated substrate and the UV exposed areas etched away leaving spacers adhered to frit dots. GOVERNMENT RIGHTS This invention was made with Government support under Contract No. DABT63-93-C-0025 awarded by the Advanced Research Projects Agency (ARPA). The Government has certain rights in this invention.","Method for forming spacers in flat panel displays using photo-etching"
05705617,"A method of altering the receptor binding properties and the stability of neurotrophic factors is set forth. Mutant neurotrophic factors having altered receptor binding specificities are described. Specific embodiments include neurotrophic factors that bind trk receptors but do not bind to the low affinity NGF receptor.","Neurotrophic factors having altered receptor binding specificities"
05704676,"A cargo transportation apparatus includes an elongated body having a front end and a rear end and defining an interior cavity. The body is configured to selectively define at least three longitudinal compartments within the interior cavity and to provide access to each longitudinal compartment from the rear end. The apparatus also includes an air conditioning system configured to independently control temperature within at least two of the selectively definable longitudinal compartments.","Multi-temperature cargo transportation apparatus"
05705619,"","Complexes of lanthanides with heterocyclic carbenes"
05705081,"An etching apparatus comprises a pair of electrodes provided to face each other in a processing vessel, a permanent magnet for forming a magnetic field substantially parallel to a surface of a to-be-processed object which is placed between the paired electrodes, a gas introduction section for introducing etching gas into the processing vessel, a high-frequency generator for applying high-frequency voltage to the paired electrodes for generating plasma, and a high-frequency control section for preventing plasma from being unevenly distributed by starting and stopping the application of high-frequency voltage by the high-frequency generator at fixed intervals.","Etching method"
05705621,"Synthetic processes are provided wherein oligomeric compounds are prepared having phosphodiester, phosphorothioate, and phosphorodithioate covalent linkages. Also provided are synthetic intermediates useful in such processes.","Oligomeric phosphite, phosphodiester, Phosphorothioate and"
05704809,"An electrical coaxial precision connector is disclosed that is manufactured from die castings and deep drawn parts. A first connector (80) includes a receptacle contact 86, a conductive body (88) attached at one end to the receptacle contact, a central pin contact (90), and a dielectric member disposed between the pin and the conductive body (88). A second connector (82), which mates with the first connector (80), includes a conductive body (160) having a pin contact (166) formed integral thereto, an inner receptacle contact (162), and a dielectric member (164) disposed between the receptacle contact and the conductive body (160). Each of the connectors includes a retaining ring that loosely encircles a recessed diameter (100, 170) in the connector and secures the connector in an opening (148, 202) in a housing (84). The retaining ring (130) includes camming surfaces (144, 146) on its ends (140, 142) and is made of a relatively soft plastic so that it does not mar the plated surfaces (100, 170) of the connector when assembled thereto.","Coaxial electrical connector"
05705623,"This invention provides mammalian GLEPP1 proteins, which are expressed primarily on glomerular podocytes. The invention also provides DNA sequences encoding mammalian GLEPP1 proteins and PTPase domains of mammalian GLEPP1 proteins. The invention further provides methods of detecting and treating a glomerular pathology characterized by abnormally low GLEPP1 expression or abnormal distribution of GLEPP1 protein on a cell.","Mammalian glomerular epithelial protein 1"
05705083,"Water-emulsifiable or -dispersible physical forms of sterically hindered mines, UV absorbers and antioxidants and their use for thermal and photochemical stabilization of materials of plastics, textile coatings, imitation leather and leather are described. The physical forms comprise a) a sterically hindered amine, b) a UV absorber and/or c) an antioxidant and d) if appropriate, water and other additives.","Stabilizing leather against thermal and photochemical decomposition"
05705625,"A novel protein tyrosine kinase, JAK3, and a polynucleotide sequence encoding JAK3 polypeptide are disclosed herein. JAK3 is a new member of the JAK family of protein tyrosine kinases which are important in regulation of cellular proliferation and differentiation. Also disclosed are therapeutic methods utilizing JAK3 polypeptide and polynucleotide sequences. The present invention was made with government support under grant no. CA 06973 from the National Institutes of Health. The government has certain rights in the invention.","Nucleic Acid Encoding novel protein tyrosine kinase"
05704576,"A seat for receipt of a child capable of providing exercise and entertainment comprising a seat having a rigid upper support and a lower support therebeneath and a circular bearing surface therebetween, the lower support having leg openings for passage of the legs of a child supported therein. An upper supporting tray has a radially interior opening in a circular configuration for receiving and supporting the seat, the upper supporting tray having a radially exterior periphery with projections extending downwardly therefrom. A bowl-shaped base, preferably with radial ribs, is provided, the upper periphery of the base having spaced upstanding towers with openings depending from the upper ends thereof. Upstanding posts are also provided, each post having a lower end received within the upper end of a tower, each post having an upper end with a recess for receiving a downwardly depending projection.","Clip for a child exerciser/rocker"
05705627,"The presence of human papillomavirus (HPV) in a sample can be detected and the HPV typed by a method that involves the amplification of HPV DNA sequences by the polymerase chain reaction (PCR). The primers used in the method are consensus primers that can be used to amplify a particular region of the genome of any HPV. The presence of HPV in a sample is indicated by the formation of amplified DNA. The HPV nucleic acid is detected by consensus probes that may be short oligonucleotide probes or long generic probes. The HPV is typed by the use of type-specific DNA probes specific for the amplified region of DNA.","Detection of human papillomavirus by the polymerase chain reaction using"
05705085,"A magnetorheological fluid that includes magnetic-responsive particles, a carrier fluid and an organomolybdenum. The organomolybdenum preferably includes at least one molybdenum atom bonded to at least one organic moiety wherein the organic moiety can be derived from a precursor selected from the group consisting of a saturated or unsaturated hydrocarbon, an aromatic hydrocarbon, an oxygen-containing compound, a nitrogen-containing compound and a compound containing more than one functional group.","Organomolybdenum-containing magnetorheological fluid"
05705629,"New methods of synthesizing mono- and oligo- nucleotide H-phosphonates are disclosed. The methods comprise contacting a mononucleoside with phosphonic acid and benzoyl anyhydride to yield the corresponding mononucleoside H-phosphonate. Preferrably a catalytic amount of triphosgene is also used. A similar procedure can be used to couple a first mononucleoside to a second mononucleoside or to an oligonucleotide, the method comprising contacting, in the presence of benzoic anhydride and, preferrably, a catalytic amount of triphosgene, a mononucleotide or oligonucleotide having a free 5' hydroxyl with a mononucleoside having a 3' hydroxyl-bearing phosphorous moiety (preferably H-phosphonate).","Methods for H-phosphonate synthesis of mono- and oligonucleotides"
05704811,"An electrical plug includes a base body having a front surface on which two blade slots are formed to receive therein conductive blades with the blades partially projecting out of the slots from a top end of the base body. Each of the conductive blades has a sharpened member in electrical connection therewith, wherein one of the conductive blades has a fuse connected between the blade and the sharpened member. A casing is fit over the base body to enclose and retain the blades, together with the sharpened members therein. An end portion of an electrical wire is received within the casing through an opening. The end portion of the wire is guided to run from the front surface of the base body to an opposite rear surface and then back to the front surface through two through holes formed on the base body. The base body further has a central slots formed between the two blade slots to receive the sharpened members therein. The end portion of the wire that extends through the through holes of the base body is also received within the central slot and is forced toward the sharpened members by the fitting of the casing over the base body to have the sharpened members pierce into and establish electrical connection with conductive cores of the wire. The casing may be provided with an access opening for user's access to the fuse.","Electrical plug structure"
