patent,asgtype,assignee,city,state,country,nationality,residence,asgseq
03860411,2,"NIPAK, INC.","","","","","",0
03860069,1,"","","","","","",0
03860155,1,"","","","","","",0
03859808,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859890,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860741,2,"THOMAS + BETTS CORPORATION","","","","","",0
03860125,2,"FORD MOTOR COMPANY","","","","","",0
03860322,2,"RTE CORPORATION","","","","","",0
03860563,3,"REICHHOLD-ALBERT-CHEMIE AKTIENGESELLSCHAFT","","","","","",0
03860204,1,"","","","","","",0
03860713,2,"BETZ LABORATORIES INC.","","","","","",0
03859689,1,"","","","","","",0
03860340,2,"XEROX CORPORATION","","","","","",0
03860036,2,"DOW CHEMICAL COMPANY","","","","","",0
03860471,2,"COMMERCIAL DECAL, INC.","","","","","",0
03860642,2,"ICI AMERICAS INC.","","","","","",0
03860782,2,"STERLING ELECTRONICS CORPORATION","","","","","",0
03859869,3,"LACREX BREVETTI S.A.","","","","","",0
03860431,2,"NALCO CHEMICAL COMPANY","","","","","",0
03860186,3,"RIETER MACHINE WORKS LTD.","","","","","",0
03859871,3,"TOYOTA JIDOSHA K.K.","","","","","",0
03859873,3,"NISSAN MOTOR COMPANY, LIMITED","","","","","",0
03860295,2,"NORRIS INDUSTRIES, INC.","","","","","",0
03859724,2,"AMP INCORPORATED","","","","","",0
03859924,3,"NATIONAL RESEARCH DEVELOPMENT CORPORATION","","","","","",0
03860917,3,THOMSON-CSF,"","","","","",0
03859667,1,"","","","","","",0
03860109,1,"","","","","","",0
03860054,3,"DUNLOP HOLDINGS LIMITED","","","","","",0
03860952,2,"CONSOLIDATED VIDEO SYSTEMS, INC.","","","","","",0
03860496,3,"SNAM PROGETTI S.P.A.","","","","","",0
03860332,3,"ROBERT BOSCH PHOTOKINO GMBH","","","","","",0
03860773,2,"SAFE STOP BRAKE CORPORATION","","","","","",0
03860776,2,"AMP INCORPORATED","","","","","",0
03860756,3,"NIPPON COMMUNICATION INDUSTRIAL COMPANY LIMITED","","","","","",0
03859780,3,"FOSROC AG","","","","","",0
03860849,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860372,2,"DOW CHEMICAL COMPANY","","","","","",0
03859740,1,"","","","","","",0
03860377,1,"","","","","","",0
03859919,2,"SUN CHEMICAL CORPORATION","","","","","",0
03860171,2,"ESTEY CORPORATION","","","","","",0
03860427,3,"KONICA CORPORATION","","","","","",0
03860559,3,"TORAY INDUSTRIES INC.","","","","","",0
03860082,1,"","","","","","",0
03859880,1,"","","","","","",0
03860797,1,"","","","","","",0
03859891,3,"ETAT FRANCAIS","","","","","",0
03860305,2,"WALTER GEORGE ENTERPRISES, INC.","","","","","",0
03860501,2,"EASTMAN KODAK COMPANY","","","","","",0
03860200,2,"ROCKWELL INTERNATIONAL CORPORATION","","","","","",0
03860027,2,"CONOCO, INC.","","","","","",0
03859816,1,"","","","","","",0
03860197,3,"NIKON CORPORATION","","","","","",0
03860298,3,"KNORR-BREMSE GMBH","","","","","",0
03860945,2,"RCA CORPORATION","","","","","",0
03860512,2,"EXXON RESEARCH + ENGINEERING CO.","","","","","",0
03860885,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03860424,2,"AT&T CORP.","","","","","",0
03860793,3,"DATAPLEX LIMITED","","","","","",0
03860765,2,"MEK TRONIX LABORATORIES CORPORATION","","","","","",0
03860033,2,"M VALVE COMPANY","","","","","",0
03860423,2,"RCA CORPORATION","","","","","",0
03860177,1,"","","","","","",0
03859858,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860853,3,"MULTIBLITZ DR. ING. D. A. MANNESMANN GMBH + CO. KG","","","","","",0
03860956,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03860064,3,"RUCKLUFT PATENT AG","","","","","",0
03859958,3,"JOS. HUNKELER AG FABRIK FUR GRAPHISCHE MASCHINEN","","","","","",0
03860034,2,"THE WARREN RUPP COMPANY","","","","","",0
03860721,3,"SOCIETE D'ETUDES SCIENTIFIQUES ET INDUSTRIELLES DE L'ILE","","","","","",0
03860829,2,"KEENE CORPORATION","","","","","",0
03860389,2,"AMERICAN ANILINE PRODUCTS, INCORPORATED","","","","","",0
03860243,1,"","","","","","",0
03859836,2,"BETHLEHEM STEEL CORPORATION","","","","","",0
03860616,2,"MERCK + CO., INC.","","","","","",0
03860315,2,"ANDERSON POWER PRODUCTS, INC.","","","","","",0
03860326,4,"","","","","","",0
03860755,1,"","","","","","",0
03860870,3,"NEC CORPORATION","","","","","",0
03859940,3,"TOKYO JUKI INDUSTRIAL CO., LTD.","","","","","",0
03859998,2,"JOHNSON + JOHNSON","","","","","",0
03859788,1,"","","","","","",0
03860934,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03860963,3,"PIONEER ELECTRONIC CORPORATION","","","","","",0
03860798,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03860792,3,"SVENSKA DATAREGISTER AKTIEBOLAG","","","","","",0
03859917,2,"AMERICAN SCREEN PRINTING EQUIPMENT CO.","","","","","",0
03860796,2,"SYNERGISTICS, INC.","","","","","",0
03860127,2,"PITNEY-BOWES, INC.","","","","","",0
03859931,1,"","","","","","",0
03859846,3,"TOKYO KEIKI COMPANY LIMITED","","","","","",0
03860116,2,"PPG INDUSTRIES INC.","","","","","",0
03860409,1,"","","","","","",0
03859693,1,"","","","","","",0
03859977,1,"","","","","","",0
03860073,2,"NORRIS INDUSTRIES, INC.","","","","","",0
03859987,1,"","","","","","",0
03860850,3,"TOSHIBA CORPORATION","","","","","",0
03860395,3,"EXTRAKTIONSTECHNIK GESELLSCHAFT FUR ANLAGENBAU MBH","","","","","",0
03860875,2,"FORD MOTOR COMPANY","","","","","",0
03860888,2,"XEROX CORPORATION","","","","","",0
03860391,3,"BENCKISER-KNAPSACK GMBH","","","","","",0
03860625,2,"CHEVRON RESEARCH & TECHNOLOGY CO.","","","","","",0
03859669,1,"","","","","","",0
03859907,2,"FOODFAC INC.","","","","","",0
03860581,2,"AMERICAN HOME PRODUCTS CORPORATION","","","","","",0
03860312,2,"WELCO INDUSTRIES, INC.","","","","","",0
03860779,3,"ATELIERS DES CHARMILLES S.A.","","","","","",0
03859895,3,"E. S. + A. ROBINSON  CANADA  LIMITED","","","","","",0
03860636,2,"MERCK + CO., INC.","","","","","",0
03859960,2,"VERSATEC, INC.","","","","","",0
03860815,2,"SYNTEX (U.S.A) INC.","","","","","",0
03860368,1,"","","","","","",0
03859719,2,"GENERAL INSTRUMENT CORPORATION","","","","","",0
03860523,1,"","","","","","",0
03859744,1,"","","","","","",0
03859777,2,"BRINLY-HARDY CO., INC.","","","","","",0
03860003,2,"PROCTER + GAMBLE COMPANY","","","","","",0
03860035,2,"ENGINEERED CONCRETE PLACER, INC.","","","","","",0
03859814,2,"VILTER MANUFACTURING CORPORATION","","","","","",0
03860519,1,"","","","","","",0
03860130,1,"","","","","","",0
03860144,1,"","","","","","",0
03860001,1,"","","","","","",0
03860514,2,"ETHYL CORPORATION","","","","","",0
03860570,2,"ABBOTT LABORATORIES","","","","","",0
03860553,2,"MONSANTO COMPANY, INC.","","","","","",0
03860556,2,"MINNESOTA MINING AND MANUFACTURING COMPANY","","","","","",0
03860535,2,"MINNESOTA MINING AND MANUFACTURING COMPANY","","","","","",0
03860762,2,"TIE/COMMUNICATIONS, INC.","","","","","",0
03860337,2,"XEROX CORPORATION","","","","","",0
03860174,1,"","","","","","",0
03859770,2,"TRW INC.","","","","","",0
03860716,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03859939,1,"","","","","","",0
03860656,2,"UNION CARBIDE CORPORATION","","","","","",0
03860110,1,"","","","","","",0
03860026,3,"INDUSTRIEELE MAATSCHADDIJ ZUTPHEN B. V.","","","","","",0
03860531,2,"TEXACO INC.","","","","","",0
03860510,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
03860280,3,"ASEA AKTIEBOLAG","","","","","",0
03860722,2,"RICHARDSON-VICKS INC.","","","","","",0
03859986,5,"","","","","","",0
03860696,1,"","","","","","",0
03860541,2,"CIBA-GEIGY CORPORATION","","","","","",0
03860412,1,"","","","","","",0
03859893,3,"MACHINE TOOL DIVISIONAL SERVICES LIMITED","","","","","",0
03859999,3,"ISHIKAWA MANUFACTURING CO., LTD.","","","","","",0
03860923,3,"TOYOTA JIDOSHA K.K.","","","","","",0
03860086,2,"CONTINENTAL GROUP, INC.","","","","","",0
03859700,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03859840,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03859839,3,"CAMAR S.A.     ..  .","","","","","",0
03859989,1,"","","","","","",0
03860458,3,"ISHIJUKU KINZOKI KOGYO K.K.","","","","","",0
03860143,1,"","","","","","",0
03860788,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860771,2,"CHOMERICS, INC.","","","","","",0
03860561,3,"SOCIETA ITALIANA RESINE S.I.R. S.P.A.","","","","","",0
03860659,2,"MERCK + CO., INC.","","","","","",0
03860707,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860745,3,"HITACHI, LTD","","","","","",0
03860657,2,"GIVAUDAN CORPORATION","","","","","",0
03860464,2,"AT&T CORP.","","","","","",0
03860201,1,"","","","","","",0
03860028,2,"ATLAS VALVE COMPANY","","","","","",0
03860575,3,"SUMITOMO CHEMICAL COMPANY, LIMITED","","","","","",0
03859682,3,"KM INSINOORITOIMISTO OY KM INGENJORSBYRA AB","","","","","",0
03860223,3,FLUXO,"","","","","",0
03859946,1,"","","","","","",0
03860063,3,"RIELLO CONDIZIONATORI S.A.S. DI GIORDANO RIELLO + C.","","","","","",0
03860468,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860612,2,"MOBIL OIL CORP.","","","","","",0
03860428,2,"EASTMAN KODAK COMPANY","","","","","",0
03860271,1,"","","","","","",0
03860490,2,"NATIONAL PATENT DEVELOPMENT CORPORATION","","","","","",0
03860731,2,"PILLSBURY COMPANY","","","","","",0
03860682,1,"","","","","","",0
03860314,1,"","","","","","",0
03860577,2,"ELI LILLY AND COMPANY","","","","","",0
03860067,1,"","","","","","",0
03860572,3,"CIBA-GEIGY AG","","","","","",0
03860814,1,"","","","","","",0
03860614,2,"COSDEN OIL + CHEMICAL COMPANY","","","","","",0
03860943,1,"","","","","","",0
03859835,2,"WATERITE INDUSTRIES, INC.","","","","","",0
03859964,3,"MITSUI ENGINEERING AND SHIPBUILDING CO., LTD.","","","","","",0
03859686,2,"SHERMAN CAR WASH EQUIPMENT COMPANY","","","","","",0
03860218,1,"","","","","","",0
03860675,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860886,2,"EASTMAN KODAK COMPANY","","","","","",0
03859928,2,"PULLMAN, INCORPORATED","","","","","",0
03859778,1,"","","","","","",0
03860869,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860763,3,"NIPPON COMMUNICATION INDUSTRIAL COMPANY LIMITED","","","","","",0
03860676,2,"NATIONAL DISTILLERS AND CHEMICAL CORPORATION","","","","","",0
03860573,3,"ORION YHTYMA OY. ORION PHARMACEUTICAL CO.","","","","","",0
03860113,2,"CONTAINER CORPORATION OF AMERICA","","","","","",0
03860576,2,"DOW CHEMICAL COMPANY","","","","","",0
03859683,1,"","","","","","",0
03860583,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860301,3,"SKF INDUSTRIAL TRADING AND DEVELOPMENT COMPANY B.V.","","","","","",0
03859762,1,"","","","","","",0
03860486,2,"OWENS-ILLINOIS INC.","","","","","",0
03860195,2,"EASTMAN KODAK COMPANY","","","","","",0
03860438,2,"BETHLEHEM STEEL CORPORATION","","","","","",0
03860780,2,"DYNALOC CORPORATION","","","","","",0
03860068,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03859949,3,"VEREINIGTE FLUGTECHNISCHE WERKE-FOKKER GMBH","","","","","",0
03859684,1,"","","","","","",0
03860275,1,"","","","","","",0
03860883,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03859708,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860760,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03859927,3,"ANF FRANGECO, S.A.","","","","","",0
03859747,1,"","","","","","",0
03860452,2,"RALSTON PURINA COMPANY","","","","","",0
03859978,2,"LOCKE STOVE COMPANY","","","","","",0
03860425,3,"FUJI PHOTO FILM CO., LTD","","","","","",0
03859832,1,"","","","","","",0
03860695,3,"HOECHST AKTIENGESELLSCHAFT","","","","","",0
03860574,2,"BRISTOL-MYERS SQUIBB COMPANY","","","","","",0
03860196,3,"ROBERT BOSCH PHOTOKINO GMBH","","","","","",0
03859883,2,"BUTLER AUTOMATIC INC.","","","","","",0
03860571,3,"CIBA-GEIGY AG","","","","","",0
03860446,3,"CIBA-GEIGY AG","","","","","",0
03860697,2,"AMOCO PRODUCTION COMPANY","","","","","",0
03860932,1,"","","","","","",0
03860115,1,"","","","","","",0
03860376,2,"USX CORPORATION","","","","","",0
03859985,2,"BECTON, DICKINSON AND COMPANY","","","","","",0
03860362,2,"FORD MOTOR COMPANY","","","","","",0
03860168,2,"INDUSTRIAL NUCLEONICS CORPORATION","","","","","",0
03860847,2,"LOS ANGELES MINIATURE PRODUCTS INC.","","","","","",0
03860803,2,"DIECOMP INC.","","","","","",0
03860351,2,"WHITE MACHINE CO.","","","","","",0
03860430,2,"CALGON CORPORATION","","","","","",0
03860363,2,"CHICAGO PNEUMATIC TOOL COMPANY","","","","","",0
03860253,3,"GERTSCH AG","","","","","",0
03859854,2,"KENDALL COMPANY","","","","","",0
03860004,2,"PAPER CONVERTING MACHINE COMPANY","","","","","",0
03860584,3,"CIBA-GEIGY AG","","","","","",0
03860320,2,"KINNEAR  JOSEPH D.","","","","","",0
03860062,2,"DETROIT EDISON COMPANY","","","","","",0
03860153,1,"","","","","","",0
03860736,2,"HEWLETT-PACKARD COMPANY","","","","","",0
03860648,2,"WILLIAM H. RORER, INC.","","","","","",0
03860071,2,"TEXACO INC.","","","","","",0
03860099,2,"BETHLEHEM STEEL CORPORATION","","","","","",0
03860181,2,"GILSON BROTHERS COMPANY","","","","","",0
03860021,1,"","","","","","",0
03860229,3,"MISOMEX AKTIEBOLAG OF ELLEN KEYS GATA","","","","","",0
03860655,3,"BASF AKTIENGESELLSCHAFT","","","","","",0
03860098,2,"P. L. PORTER CO.","","","","","",0
03860050,2,"BELLBANKS, INC.","","","","","",0
03859742,1,"","","","","","",0
03859965,3,"MOTORENFABRIK HATZ GMBH + CO. KG","","","","","",0
03860822,2,"VAS LTD.","","","","","",0
03860684,2,"GATES RUBBER COMPANY","","","","","",0
03860031,2,"AMF INCORPORATED","","","","","",0
03860500,2,"EASTMAN KODAK COMPANY","","","","","",0
03860842,3,"SOCIETE SUISSE POUR L'INDUSTRIE HORLOGERE MANAGEMENT SERVI","","","","","",0
03860878,3,"NIPPON COMMUNICATION INDUSTRIAL COMPANY LIMITED","","","","","",0
03860440,3,"KURASHIKI BOSEKI KABUSHIKI KAISHA","","","","","",0
03860632,3,"CIBA-GEIGY AG","","","","","",0
03860942,3,"AGFA-GEVAERT, AG","","","","","",0
03860236,1,"","","","","","",0
03860357,1,"","","","","","",0
03860750,3,"HITACHI, LTD","","","","","",0
03860807,3,"KIENZLE APPARATE GMBH","","","","","",0
03860795,2,"MORWORTH ENTERPRISES, INC.","","","","","",0
03860000,2,"LEAR SIEGLER, INC.","","","","","",0
03859856,2,"KAY LABORATORIES, INC.","","","","","",0
03860231,2,"AMERICAN SCREEN PRINTING EQUIPMENT CO.","","","","","",0
03860124,3,THOMSON-CSF,"","","","","",0
03860273,2,"EAGLE-PICHER INDUSTRIES, INC.","","","","","",0
03860453,2,"MCGRAW-EDISON COMPANY","","","","","",0
03859757,1,"","","","","","",0
03859756,3,"RIV-SKF OFFICINE DE VILLAR PEROSA S.P.A.","","","","","",0
03860126,2,"BECOR WESTERN, INC.","","","","","",0
03860344,2,"HONEYWELL INC.","","","","","",0
03860227,1,"","","","","","",0
03860859,2,"RCA CORPORATION","","","","","",0
03860375,2,"ETHYL DEVELOPMENT CORPORATION","","","","","",0
03860623,3,"BASF AKTIENGESELLSCHAFT","","","","","",0
03860588,2,"SHELL OIL COMPANY","","","","","",0
03860120,3,"ELITE MANUFACTURING COMPANY LIMITED","","","","","",0
03860274,1,"","","","","","",0
03860258,2,"FORD MOTOR COMPANY","","","","","",0
03859784,3,"EBAUCHES S.A.","","","","","",0
03860421,2,"XEROX CORPORATION","","","","","",0
03860754,2,"UNIVERSITY OF ILLINOIS FOUNDATION","","","","","",0
03859711,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03859825,3,"PAREMA LIMITED","","","","","",0
03860403,1,"","","","","","",0
03860799,3,"NORMA MESSTECHNIK GESELLSCHAFT M.B.H.","","","","","",0
03860747,3,"NIPPON TELEGRAPH & TELEPHONE CORP.","","","","","",0
03859868,2,"THE POST GROUP INC.","","","","","",0
03859691,3,"CANON KABUSHIKI KAISHA","","","","","",0
03860851,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860112,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03860650,2,"HALCON INTERNATIONAL INC.","","","","","",0
03860118,4,"","","","","","",0
03859707,2,"UNIVERSAL INSTRUMENTS CORPORATION","","","","","",0
03860024,1,"","","","","","",0
03860190,2,"LANIER ELECTRONIC LABORATORY, INC.","","","","","",0
03860488,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
03860865,2,"NL INDUSTRIES INC.","","","","","",0
03859956,2,"AT&T CORP.","","","","","",0
03860862,3,"WESTINGHOUSE CANADA LTD.","","","","","",0
03860498,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03859697,2,"CHEVRON RESEARCH & TECHNOLOGY CO.","","","","","",0
03860609,3,"NOVO TERAPEUTISK LABORATORIUM A/S","","","","","",0
03859783,2,"TIMEX CORPORATION","","","","","",0
03859935,2,"PEABODY GORDON-PIATT, INC.","","","","","",0
03860890,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859828,3,"TOKAI RIKA DENKI SEISAKUSHO K.K.","","","","","",0
03860397,2,"MOTOROLA, INC.","","","","","",0
03860954,3,"SONY CORPORATION","","","","","",0
03860494,6,"UNITED STATES OF AMERICA, DEPARTMENT OF THE INTERIOR","","","","","",0
03860014,1,"","","","","","",0
03860262,1,"","","","","","",0
03860101,2,"CURTISS-WRIGHT CORPORATION","","","","","",0
03859694,2,"PLESSEY, INCORPORATED","","","","","",0
03859798,3,"CHIYODA CHEMICAL ENGINEERING & CONSTRUCTION CO., LTD.","","","","","",0
03860384,2,"INTELCOM RAD TECH","","","","","",0
03860912,2,"AVIATION INC.","","","","","",0
03859753,2,"FORD MOTOR COMPANY","","","","","",0
03860114,1,"","","","","","",0
03859910,1,"","","","","","",0
03860666,2,"DIAMOND SHAMROCK CORPORATION","","","","","",0
03860324,1,"","","","","","",0
03860727,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03860718,2,"PFIZER INC.","","","","","",0
03860717,2,"MILES INC.","","","","","",0
03860369,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860816,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03860093,3,"HITACHI, LTD","","","","","",0
03860515,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859815,3,"KABUSHIKI KAISHA MAEKAWA SEISAKUSHO","","","","","",0
03859948,1,"","","","","","",0
03860172,1,"","","","","","",0
03860240,1,"","","","","","",0
03860861,2,"POTTER INSTRUMENT COMPANY, INC.","","","","","",0
03859936,3,"NECCHI, S.P.A.","","","","","",0
03859865,1,"","","","","","",0
03860540,3,"CIBA-GEIGY AG","","","","","",0
03860046,2,"JOHNSON + JOHNSON","","","","","",0
03860603,3,"NIPPON CHEMICAL INDUSTRIAL CO., LTD.","","","","","",0
03859842,3,"FRIESEKE   HOPFNER GMBH ERLANGEN BRUCK","","","","","",0
03860353,2,"FORD MOTOR COMPANY","","","","","",0
03860492,1,"","","","","","",0
03860524,2,"SPANG INDUSTRIES, INC.","","","","","",0
03859715,2,"SIGNETICS CORPORATION","","","","","",0
03859849,1,"","","","","","",0
03860443,2,"FIBER MATERIALS, INC.","","","","","",0
03859801,3,"GEWERKSCHAFT EISENHUTTE WESTFALIA","","","","","",0
03860308,2,"WHIRLPOOL CORPORATION","","","","","",0
03860809,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860282,1,"","","","","","",0
03859981,3,"ASAHI EGGER COMPANY INC.","","","","","",0
03860962,2,"BAKER  ROSEMARIE ANN","","","","","",0
03860432,3,"NGK INSULATORS LTD.","","","","","",0
03860270,2,"HYDROTECH INTERNATIONAL, INC.","","","","","",0
03860079,1,"","","","","","",0
03859961,2,"METAFRAME CORPORATION","","","","","",0
03860049,1,"","","","","","",0
03860729,2,"F. + M. SCHAEFER BREWING COMPANY","","","","","",0
03859966,1,"","","","","","",0
03860806,3,"KIENZLE APPARATE GMBH","","","","","",0
03860202,1,"","","","","","",0
03859888,1,"","","","","","",0
03860647,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03859947,1,"","","","","","",0
03859824,1,"","","","","","",0
03860387,2,"-0  BRICMONT + ASSOCIATES, INC.","","","","","",0
03859951,2,"BRUNSWICK CORPORATION","","","","","",0
03860639,2,"MERCK + CO., INC.","","","","","",0
03860813,1,"","","","","","",0
03860513,1,"","","","","","",0
03859733,1,"","","","","","",0
03859913,4,"","","","","","",0
03860546,2,"FORD MOTOR COMPANY","","","","","",0
03860408,2,"KAHLE ENGINEERING CO.","","","","","",0
03859743,2,"RAPID MOUNTING AND FINISHING COMPANY","","","","","",0
03859679,4,"","","","","","",0
03860311,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860930,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03860166,2,"ANDERSON LABORATORIES, INC.","","","","","",0
03860394,2,"OLIN CORPORATION","","","","","",0
03860333,2,"REALIST, INC.","","","","","",0
03859837,1,"","","","","","",0
03859767,2,"JAHABOW OF UTAH, INC.","","","","","",0
03860880,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03860528,2,"ETHYL CORPORATION","","","","","",0
03860321,2,"KEARNEY-NATIONAL INC.","","","","","",0
03860117,2,"POSSIS CORPORATION","","","","","",0
03860277,2,"CONSOLIDATED CONTROLS CORPORATION","","","","","",0
03860578,1,"","","","","","",0
03860090,2,"FLANARY INDUSTRIES, INC.","","","","","",0
03860313,5,"","","","","","",0
03860915,1,"","","","","","",0
03860219,1,"","","","","","",0
03860586,2,"ROHM AND HAAS COMPANY","","","","","",0
03860087,1,"","","","","","",0
03860283,2,"GENERAL MOTORS CORPORATION","","","","","",0
03860723,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03860307,1,"","","","","","",0
03860284,1,"","","","","","",0
03860400,3,"D. H. PROWSE AND COMPANY LIMITED","","","","","",0
03860610,2,"SKELLY OIL COMPANY","","","","","",0
03860477,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860111,1,"","","","","","",0
03860944,3,"FIRMA AUTOPAN HEIMERDINGER   STABLER OHG","","","","","",0
03859813,2,"GENERAL MOTORS CORPORATION","","","","","",0
03860551,2,"DOW CHEMICAL COMPANY","","","","","",0
03860213,2,"AMERACE CORPORATION","","","","","",0
03860335,2,"RCA CORPORATION","","","","","",0
03859984,2,"COROMETRICS MEDICAL SYSTEMS, INC.","","","","","",0
03859870,3,"DAVID BROWN GEAR INDUSTRIES LIMITED","","","","","",0
03860784,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03859902,2,"REYNOLDS PRODUCTS INC.","","","","","",0
03860338,2,"XEROX CORPORATION","","","","","",0
03859754,3,"DYNAMIT NOBEL AKTIENGESELLSCHAFT","","","","","",0
03860665,2,"DIAMOND SHAMROCK CORPORATION","","","","","",0
03860167,7,"COMMISSARIAT A L'ENERGIE ATOMIQUE","","","","","",0
03860949,2,"RCA CORPORATION","","","","","",0
03860232,1,"","","","","","",0
03859962,2,"ERICKSON  LENNART G..","","","","","",0
03860043,2,"AUTOMATION INDUSTRIES INC.","","","","","",0
03859872,2,"BORG-WARNER CORPORATION","","","","","",0
03860653,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03860599,2,"KOPPERS COMPANY INC.","","","","","",0
03860965,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03860961,1,"","","","","","",0
03860764,2,"ITT CORPORATION","","","","","",0
03859957,2,"MINNESOTA MINING AND MANUFACTURING COMPANY","","","","","",0
03860070,2,"SHELL OIL COMPANY","","","","","",0
03860594,2,"DOW CHEMICAL COMPANY","","","","","",0
03860529,2,"UNION CARBIDE CORPORATION","","","","","",0
03859874,1,"","","","","","",0
03860866,2,"AT&T CORP.","","","","","",0
03860516,2,"BETZ LABORATORIES INC.","","","","","",0
03860373,2,"DCA FOOD INDUSTRIES INC.","","","","","",0
03860405,2,"AT&T CORP.","","","","","",0
03860921,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860701,2,"G. D. SEARLE & CO.","","","","","",0
03860268,1,"","","","","","",0
03860334,3,"HITACHI, LTD","","","","","",0
03860199,2,"SHIP SYSTEMS, INC.","","","","","",0
03860013,1,"","","","","","",0
03859672,1,"","","","","","",0
03860310,2,"UNIVERSITY OF MARYLAND","","","","","",0
03859772,1,"","","","","","",0
03860964,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03859942,2,"CONTINENTAL GROUP, INC.","","","","","",0
03860228,1,"","","","","","",0
03860702,2,"SCHUYLER DEVELOPMENT CORPORATION","","","","","",0
03860083,2,"CATERPILLAR INC.","","","","","",0
03860386,1,"","","","","","",0
03860585,2,"PFIZER INC.","","","","","",0
03860699,3,"SHINONAGA KASEI CO., LTD.","","","","","",0
03860898,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860680,3,"PORVAIR LIMITED","","","","","",0
03860169,2,"POWERS REGULATOR COMPANY","","","","","",0
03859674,2,"CHICAGO SWIMMING POOL MANUFACTURING INC.","","","","","",0
03860536,2,"CPC INTERNATIONAL INC.","","","","","",0
03860382,3,"DECCA LIMITED","","","","","",0
03859787,2,"GENERAL MOTORS CORPORATION","","","","","",0
03860654,3,"BASF AKTIENGESELLSCHAFT","","","","","",0
03860278,1,"","","","","","",0
03860960,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03859898,2,"FMC CORPORATION","","","","","",0
03860828,1,"","","","","","",0
03860596,2,"AMERICAN HOME PRODUCTS CORPORATION","","","","","",0
03860562,3,"JAPAN ATOMIC ENERGY RESEARCH INSTITUTE","","","","","",0
03860820,2,"FMC CORPORATION","","","","","",0
03860533,2,"UNION OIL COMPANY OF CALIFORNIA","","","","","",0
03860624,2,"WILLIAM H. RORER, INC.","","","","","",0
03860370,3,"CONTINENTAL LINOLEUM-UNION-BETRIEBS AG","","","","","",0
03860705,2,"ARMOUR PHARMACEUTICAL COMPANY","","","","","",0
03859925,1,"","","","","","",0
03860029,3,"SULZER BROTHERS LTD.","","","","","",0
03860208,3,"PIPE SUPPORTS LIMITED","","","","","",0
03859710,2,"JOHN THOMAS BATTS, INC.","","","","","",0
03860392,3,"PECHINEY SAINT GOBAIN PRODUITS CHIMIQUES","","","","","",0
03860819,1,"","","","","","",0
03859831,1,"","","","","","",0
